,Date,Time,Material,Version,Result
51,20190107,122325,000000000000100455,0001,Error
52,20190107,122414,000000000000100305,0001,OK
53,20190107,122513,000000000000100305,0001,Error
54,20190107,122657,000000000000100305,0001,Error
55,20190107,122746,000000000000100305,0001,Error
56,20190107,123007,000000000000100305,0001,Error
57,20190107,123055,000000000000100305,0001,OK
58,20190107,123450,000000000000100455,0001,Error
59,20190107,123538,000000000000100455,0001,Error
60,20190107,123627,000000000000100305,0001,OK
61,20190107,124154,000000000000100305,0001,OK
62,20190107,124243,000000000000100305,0001,Error
63,20190107,124333,000000000000100305,0001,Error
64,20190107,124559,000000000000100455,0001,Error
65,20190107,124647,000000000000100455,0001,Error
66,20190107,124736,000000000000100305,0001,Error
67,20190107,124844,000000000000100305,0001,OK
68,20190107,125103,000000000000100305,0001,Error
69,20190107,125431,000000000000100305,0001,OK
70,20190107,125601,000000000000100305,0001,Error
71,20190107,125651,000000000000100305,0001,Error
72,20190107,125956,000000000000100305,0001,Error
73,20190107,130045,000000000000100305,0001,Error
74,20190107,130134,000000000000100455,0001,Error
75,20190107,130223,000000000000100455,0001,Error
76,20190107,130327,000000000000100305,0001,Error
77,20190107,130455,000000000000100305,0001,OK
78,20190107,131102,000000000000100305,0001,Error
79,20190107,131151,000000000000100305,0001,Error
80,20190107,131250,000000000000100455,0001,Error
81,20190107,131830,000000000000100455,0001,Error
82,20190107,132722,000000000000100455,0001,Error
83,20190107,133311,000000000000100305,0001,Error
84,20190107,133400,000000000000100305,0001,Error
85,20190107,133525,000000000000100305,0001,Error
86,20190107,133614,000000000000100305,0001,Error
87,20190107,133703,000000000000100305,0001,Error
88,20190107,133752,000000000000100305,0001,Error
89,20190107,133841,000000000000100305,0001,Error
90,20190107,133935,000000000000100305,0001,Error
91,20190107,134024,000000000000100305,0001,Error
92,20190107,134113,000000000000100305,0001,Error
93,20190107,134202,000000000000100305,0001,Error
94,20190107,134251,000000000000100305,0001,Error
95,20190107,134358,000000000000100305,0001,Error
96,20190107,134446,000000000000100455,0001,Error
97,20190107,134535,000000000000100455,0001,Error
98,20190107,134624,000000000000100305,0001,Error
99,20190107,134749,000000000000100305,0001,OK
100,20190107,134837,000000000000100305,0001,Error
101,20190107,135052,000000000000100305,0001,OK
102,20190107,135140,000000000000100305,0001,OK
103,20190107,135229,000000000000100305,0001,OK
104,20190107,135318,000000000000100305,0001,Error
105,20190107,135410,000000000000100305,0001,Error
106,20190107,135500,000000000000100305,0001,OK
107,20190107,135621,000000000000100305,0001,Error
108,20190107,135710,000000000000100455,0001,Error
109,20190107,135759,000000000000100455,0001,Error
110,20190107,135848,000000000000100305,0001,Error
111,20190107,135944,000000000000100305,0001,Error
112,20190107,140137,000000000000100305,0001,Error
113,20190107,140226,000000000000100305,0001,Error
114,20190107,140450,000000000000100305,0001,Error
115,20190107,140539,000000000000100305,0001,Error
116,20190107,140628,000000000000100455,0001,Error
117,20190107,141122,000000000000100455,0001,Error
118,20190107,141210,000000000000100305,0001,OK
119,20190107,141345,000000000000100305,0001,Error
120,20190107,141553,000000000000100305,0001,Error
121,20190107,141809,000000000000100305,0001,Error
122,20190107,141858,000000000000100305,0001,Error
123,20190107,142235,000000000000100305,0001,Error
124,20190107,142324,000000000000100455,0001,Error
125,20190107,142609,000000000000100455,0001,Error
126,20190107,142658,000000000000100305,0001,OK
127,20190107,142851,000000000000100305,0001,OK
128,20190107,142940,000000000000100305,0001,Error
129,20190107,143029,000000000000100305,0001,Error
130,20190107,143118,000000000000100305,0001,Error
131,20190107,143207,000000000000100305,0001,Error
132,20190107,143256,000000000000100305,0001,Error
133,20190107,143403,000000000000100305,0001,OK
134,20190107,143452,000000000000100455,0001,Error
135,20190107,143546,000000000000100455,0001,Error
136,20190107,143634,000000000000100305,0001,OK
137,20190107,143809,000000000000100305,0001,Error
138,20190107,143858,000000000000100305,0001,Error
139,20190107,144130,000000000000100305,0001,Error
140,20190107,144238,000000000000100305,0001,Error
141,20190107,144844,000000000000100305,0001,Error
142,20190107,144932,000000000000100305,0001,OK
143,20190107,145127,000000000000100305,0001,OK
144,20190107,145215,000000000000100455,0001,Error
145,20190107,145416,000000000000100455,0001,Error
146,20190107,145505,000000000000100305,0001,Error
147,20190107,145613,000000000000100305,0001,Error
148,20190107,145702,000000000000100305,0001,Error
149,20190107,145751,000000000000100305,0001,OK
150,20190107,145840,000000000000100305,0001,OK
151,20190107,145942,000000000000100305,0001,Error
152,20190107,150031,000000000000100455,0001,Error
153,20190107,150119,000000000000100455,0001,Error
154,20190107,150208,000000000000100305,0001,OK
155,20190107,150325,000000000000100305,0001,OK
156,20190107,150413,000000000000100305,0001,Error
157,20190107,150502,000000000000100305,0001,Error
158,20190107,150551,000000000000100305,0001,Error
159,20190107,150646,000000000000100305,0001,Error
160,20190107,150735,000000000000100305,0001,Error
161,20190107,150858,000000000000100305,0001,Error
162,20190107,150947,000000000000100455,0001,Error
163,20190107,151035,000000000000100455,0001,Error
164,20190107,151124,000000000000100305,0001,Error
165,20190107,151219,000000000000100305,0001,OK
166,20190107,151308,000000000000100305,0001,OK
167,20190107,151356,000000000000100305,0001,OK
168,20190107,151548,000000000000100305,0001,Error
169,20190107,151637,000000000000100305,0001,OK
170,20190107,151837,000000000000100305,0001,Error
171,20190107,152253,000000000000100305,0001,Error
172,20190107,152342,000000000000100455,0001,Error
173,20190107,152431,000000000000100455,0001,Error
174,20190107,152749,000000000000100305,0001,Error
175,20190107,152838,000000000000100305,0001,OK
176,20190107,153100,000000000000100305,0001,Error
177,20190107,153149,000000000000100305,0001,OK
178,20190107,153314,000000000000100455,0001,Error
179,20190107,153402,000000000000100455,0001,Error
180,20190107,153451,000000000000100305,0001,Error
181,20190107,153620,000000000000100305,0001,OK
182,20190107,153709,000000000000100305,0001,Error
183,20190107,153758,000000000000100305,0001,Error
184,20190107,154308,000000000000100305,0001,Error
185,20190107,154357,000000000000100305,0001,Error
186,20190107,154445,000000000000100455,0001,Error
187,20190107,154746,000000000000100455,0001,Error
188,20190107,154835,000000000000100305,0001,Error
189,20190107,155735,000000000000100305,0001,Error
190,20190107,155824,000000000000100305,0001,Error
191,20190107,155918,000000000000100305,0001,Error
192,20190107,160007,000000000000100305,0001,Error
193,20190107,160057,000000000000100305,0001,Error
194,20190107,160145,000000000000100455,0001,Error
195,20190107,160234,000000000000100455,0001,Error
196,20190107,160322,000000000000100305,0001,OK
197,20190107,160412,000000000000100305,0001,Error
198,20190107,160500,000000000000100305,0001,Error
199,20190107,160550,000000000000100305,0001,Error
200,20190107,160639,000000000000100305,0001,Error
201,20190107,160748,000000000000100305,0001,Error
202,20190107,160836,000000000000100305,0001,Error
203,20190107,160926,000000000000100305,0001,Error
204,20190107,161015,000000000000100305,0001,OK
205,20190107,161104,000000000000100305,0001,Error
206,20190107,161509,000000000000100455,0001,Error
207,20190107,161628,000000000000100305,0001,OK
208,20190107,161717,000000000000100305,0001,Error
209,20190107,161917,000000000000100305,0001,Error
210,20190107,162006,000000000000100305,0001,Error
211,20190107,162118,000000000000100305,0001,Error
212,20190107,162244,000000000000100305,0001,OK
213,20190107,162356,000000000000100305,0001,Error
214,20190107,163013,000000000000100305,0001,OK
215,20190107,163102,000000000000100305,0001,Error
216,20190107,163253,000000000000100305,0001,Error
217,20190107,163342,000000000000100305,0001,Error
218,20190107,163434,000000000000100305,0001,OK
219,20190107,163736,000000000000100305,0001,Error
220,20190107,163825,000000000000100305,0001,OK
221,20190107,163939,000000000000100305,0001,Error
222,20190107,164027,000000000000100305,0001,OK
223,20190107,164311,000000000000100305,0001,Error
224,20190107,164400,000000000000100305,0001,Error
225,20190107,164902,000000000000100305,0001,Error
226,20190107,164951,000000000000100305,0001,Error
227,20190107,165241,000000000000100305,0001,Error
228,20190107,165811,000000000000100305,0001,Error
229,20190107,165900,000000000000100305,0001,OK
230,20190107,170003,000000000000100305,0001,Error
231,20190107,170052,000000000000100305,0001,Error
232,20190107,170141,000000000000100305,0001,Error
233,20190107,170230,000000000000100305,0001,Error
234,20190107,170342,000000000000100305,0001,Error
235,20190107,174208,000000000000100305,0001,OK
236,20190107,174258,000000000000100305,0001,OK
237,20190107,174508,000000000000100305,0001,Error
238,20190107,174557,000000000000100305,0001,Error
239,20190107,174803,000000000000100305,0001,Error
240,20190107,174852,000000000000100305,0001,OK
241,20190107,175050,000000000000100305,0001,Error
242,20190107,175139,000000000000100305,0001,Error
243,20190107,175436,000000000000100305,0001,OK
244,20190107,175526,000000000000100305,0001,Error
245,20190107,175832,000000000000100305,0001,Error
246,20190107,175922,000000000000100305,0001,Error
247,20190107,180430,000000000000100305,0001,Error
248,20190107,180520,000000000000100305,0001,OK
249,20190107,180800,000000000000100305,0001,Error
250,20190107,180849,000000000000100305,0001,Error
251,20190107,181150,000000000000100305,0001,Error
252,20190107,181239,000000000000100305,0001,Error
253,20190107,181357,000000000000100305,0001,Error
254,20190107,181447,000000000000100305,0001,Error
255,20190107,182136,000000000000100803,0001,OK
256,20190107,182225,000000000000100803,0001,Error
257,20190107,182314,000000000000100305,0001,Error
258,20190107,182429,000000000000100305,0001,Error
259,20190107,182518,000000000000100305,0001,Error
260,20190107,182607,000000000000100305,0001,Error
261,20190107,182818,000000000000100305,0001,Error
262,20190107,182907,000000000000100305,0001,Error
263,20190107,183119,000000000000100305,0001,Error
264,20190107,183209,000000000000100305,0001,Error
265,20190107,183346,000000000000100305,0001,Error
266,20190107,183436,000000000000100305,0001,Error
267,20190107,185133,000000000000100305,0001,Error
268,20190107,185222,000000000000100305,0001,Error
269,20190107,185311,000000000000100803,0001,Error
270,20190107,185449,000000000000100803,0001,Error
271,20190107,185538,000000000000100305,0001,Error
272,20190107,185628,000000000000100305,0001,OK
273,20190107,185717,000000000000100305,0001,OK
274,20190107,185806,000000000000100305,0001,Error
275,20190107,185854,000000000000100305,0001,Error
276,20190107,185950,000000000000100305,0001,OK
277,20190107,190039,000000000000100305,0001,Error
278,20190107,190135,000000000000100305,0001,OK
279,20190107,190224,000000000000100305,0001,Error
280,20190107,190327,000000000000100305,0001,Error
281,20190107,190416,000000000000100305,0001,Error
282,20190107,190551,000000000000100305,0001,Error
283,20190107,190640,000000000000100305,0001,Error
284,20190107,190730,000000000000100305,0001,Error
285,20190107,190818,000000000000100803,0001,OK
286,20190107,190906,000000000000100803,0001,OK
287,20190107,190955,000000000000100305,0001,Error
288,20190107,191044,000000000000100305,0001,OK
289,20190107,191254,000000000000100305,0001,Error
290,20190107,191344,000000000000100305,0001,Error
291,20190107,191622,000000000000100305,0001,Error
292,20190107,191711,000000000000100305,0001,Error
293,20190107,191932,000000000000100305,0001,Error
294,20190107,194451,000000000000100305,0001,Error
295,20190107,194607,000000000000100305,0001,Error
296,20190107,194657,000000000000100305,0001,Error
297,20190107,194746,000000000000100305,0001,Error
298,20190107,194844,000000000000100305,0001,Error
299,20190107,194933,000000000000100305,0001,Error
300,20190107,195022,000000000000100305,0001,Error
301,20190107,195111,000000000000100305,0001,Error
302,20190107,195205,000000000000100305,0001,Error
303,20190107,195254,000000000000100305,0001,Error
304,20190107,195404,000000000000100305,0001,Error
305,20190107,195452,000000000000100305,0001,Error
306,20190107,195557,000000000000100305,0001,Error
307,20190107,195646,000000000000100305,0001,Error
308,20190107,195735,000000000000100305,0001,Error
309,20190107,195824,000000000000100305,0001,Error
310,20190107,195914,000000000000100305,0001,Error
311,20190107,200002,000000000000100305,0001,Error
312,20190107,200057,000000000000100305,0001,Error
313,20190107,200148,000000000000100305,0001,Error
314,20190107,200249,000000000000100305,0001,Error
315,20190107,200400,000000000000100305,0001,Error
316,20190107,200502,000000000000100305,0001,Error
317,20190107,200649,000000000000100305,0001,Error
318,20190107,200738,000000000000100305,0001,OK
319,20190107,201010,000000000000100305,0001,Error
320,20190107,201059,000000000000100305,0001,Error
321,20190107,201403,000000000000100305,0001,Error
322,20190107,201453,000000000000100305,0001,Error
323,20190107,201702,000000000000100305,0001,Error
324,20190107,201751,000000000000100305,0001,Error
325,20190107,201947,000000000000100305,0001,Error
326,20190107,202037,000000000000100305,0001,Error
327,20190107,202959,000000000000100305,0001,Error
328,20190107,203048,000000000000100305,0001,Error
329,20190107,203137,000000000000100305,0001,Error
330,20190107,203303,000000000000100305,0001,Error
331,20190107,203352,000000000000100305,0001,Error
332,20190107,203445,000000000000100305,0001,Error
333,20190107,203639,000000000000100305,0001,Error
334,20190107,203728,000000000000100305,0001,Error
335,20190107,203840,000000000000100305,0001,Error
336,20190107,203928,000000000000100305,0001,OK
337,20190107,204354,000000000000100305,0001,Error
338,20190107,204443,000000000000100305,0001,Error
339,20190107,204944,000000000000100305,0001,Error
340,20190107,205034,000000000000100305,0001,Error
341,20190107,205148,000000000000100305,0001,Error
342,20190107,205237,000000000000100305,0001,OK
343,20190107,205430,000000000000100305,0001,Error
344,20190107,205752,000000000000100305,0001,Error
345,20190107,210155,000000000000100305,0001,Error
346,20190107,210245,000000000000100305,0001,Error
347,20190107,210410,000000000000100305,0001,Error
348,20190107,210459,000000000000100305,0001,Error
349,20190107,210648,000000000000100305,0001,Error
350,20190107,210737,000000000000100305,0001,Error
351,20190107,211032,000000000000100305,0001,Error
352,20190107,211121,000000000000100305,0001,Error
353,20190107,211259,000000000000100803,0001,OK
354,20190107,211347,000000000000100803,0001,Error
355,20190107,211619,000000000000100305,0001,Error
356,20190107,211830,000000000000100305,0001,Error
357,20190107,211919,000000000000100305,0001,OK
358,20190107,212054,000000000000100305,0001,Error
359,20190107,212143,000000000000100305,0001,Error
360,20190107,212244,000000000000100305,0001,Error
361,20190107,212404,000000000000100305,0001,Error
362,20190107,212453,000000000000100305,0001,Error
363,20190107,212629,000000000000100305,0001,OK
364,20190107,212719,000000000000100305,0001,Error
365,20190107,213237,000000000000100305,0001,Error
366,20190107,213326,000000000000100305,0001,Error
367,20190107,213437,000000000000100305,0001,Error
368,20190107,213526,000000000000100305,0001,OK
369,20190107,213838,000000000000100305,0001,Error
370,20190107,213927,000000000000100305,0001,Error
371,20190107,214105,000000000000100305,0001,Error
372,20190107,214154,000000000000100305,0001,Error
373,20190107,214500,000000000000100305,0001,OK
374,20190107,214609,000000000000100305,0001,OK
375,20190107,214822,000000000000100305,0001,OK
376,20190107,214911,000000000000100305,0001,OK
377,20190107,215325,000000000000100305,0001,Error
378,20190107,215414,000000000000100305,0001,Error
379,20190107,215629,000000000000100305,0001,Error
380,20190107,215744,000000000000100305,0001,OK
381,20190107,220050,000000000000100305,0001,Error
382,20190107,220140,000000000000100305,0001,Error
383,20190107,220459,000000000000100305,0001,Error
384,20190107,220549,000000000000100305,0001,Error
385,20190107,221031,000000000000100305,0001,OK
386,20190107,221121,000000000000100305,0001,Error
387,20190107,221415,000000000000100305,0001,Error
388,20190107,221505,000000000000100305,0001,Error
389,20190107,221817,000000000000100305,0001,Error
390,20190107,221906,000000000000100305,0001,Error
391,20190107,222111,000000000000100305,0001,Error
392,20190107,222200,000000000000100305,0001,OK
393,20190107,222449,000000000000100803,0001,OK
394,20190107,222538,000000000000100803,0001,Error
395,20190107,222628,000000000000100305,0001,OK
396,20190107,222735,000000000000100305,0001,Error
397,20190107,222906,000000000000100305,0001,Error
398,20190107,223153,000000000000100305,0001,Error
399,20190107,223529,000000000000100305,0001,Error
400,20190107,223618,000000000000100305,0001,Error
401,20190107,223805,000000000000100305,0001,Error
402,20190107,223854,000000000000100305,0001,OK
403,20190107,224055,000000000000100305,0001,Error
404,20190107,224144,000000000000100305,0001,Error
405,20190107,224343,000000000000100305,0001,Error
406,20190107,224433,000000000000100305,0001,OK
407,20190107,224521,000000000000100803,0001,Error
408,20190107,224622,000000000000100803,0001,Error
409,20190107,224711,000000000000100305,0001,Error
410,20190107,224803,000000000000100305,0001,OK
411,20190107,225032,000000000000100305,0001,Error
412,20190107,225122,000000000000100305,0001,Error
413,20190107,225608,000000000000100305,0001,Error
414,20190107,225658,000000000000100305,0001,Error
415,20190107,225747,000000000000100803,0001,Error
416,20190107,225908,000000000000100803,0001,OK
417,20190107,230044,000000000000100305,0001,Error
418,20190107,230133,000000000000100305,0001,Error
419,20190107,233758,000000000000100305,0001,Error
420,20190107,233847,000000000000100305,0001,OK
421,20190107,234210,000000000000100305,0001,Error
422,20190107,234405,000000000000100305,0001,Error
423,20190107,234455,000000000000100803,0001,OK
424,20190107,234543,000000000000100803,0001,Error
425,20190107,234632,000000000000100305,0001,Error
426,20190107,234814,000000000000100305,0001,Error
427,20190107,234943,000000000000100305,0001,Error
428,20190107,235033,000000000000100305,0001,Error
429,20190107,235345,000000000000100305,0001,OK
430,20190107,235434,000000000000100305,0001,Error
431,20190107,235643,000000000000100305,0001,Error
432,20190107,235732,000000000000100305,0001,Error
433,20190107,235937,000000000000100305,0001,Error
434,20190108,000027,000000000000100305,0001,OK
435,20190108,000555,000000000000100803,0001,OK
436,20190108,000643,000000000000100803,0001,Error
437,20190108,000931,000000000000100305,0001,Error
438,20190108,001336,000000000000100305,0001,Error
439,20190108,001426,000000000000100305,0001,Error
440,20190108,001522,000000000000100305,0001,OK
441,20190108,001625,000000000000100305,0001,Error
442,20190108,001715,000000000000100305,0001,Error
443,20190108,001826,000000000000100305,0001,Error
444,20190108,001915,000000000000100305,0001,OK
445,20190108,002136,000000000000100803,0001,OK
446,20190108,002225,000000000000100803,0001,OK
447,20190108,002557,000000000000100305,0001,Error
448,20190108,002647,000000000000100305,0001,Error
449,20190108,002853,000000000000100305,0001,Error
450,20190108,002943,000000000000100305,0001,OK
451,20190108,003146,000000000000100305,0001,Error
452,20190108,003236,000000000000100305,0001,Error
453,20190108,003616,000000000000100305,0001,Error
454,20190108,003705,000000000000100305,0001,Error
455,20190108,004026,000000000000100803,0001,OK
456,20190108,004116,000000000000100803,0001,Error
457,20190108,004205,000000000000100305,0001,OK
458,20190108,004308,000000000000100305,0001,Error
459,20190108,004430,000000000000100305,0001,Error
460,20190108,004856,000000000000100305,0001,Error
461,20190108,004945,000000000000100305,0001,Error
462,20190108,005036,000000000000100305,0001,OK
463,20190108,005720,000000000000100305,0001,Error
464,20190108,005809,000000000000100305,0001,Error
465,20190108,005859,000000000000100305,0001,Error
466,20190108,010014,000000000000100305,0001,Error
467,20190108,010103,000000000000100803,0001,OK
468,20190108,010201,000000000000100803,0001,OK
469,20190108,010250,000000000000100305,0001,Error
470,20190108,010340,000000000000100305,0001,Error
471,20190108,010429,000000000000100305,0001,Error
472,20190108,010539,000000000000100305,0001,Error
473,20190108,010628,000000000000100305,0001,OK
474,20190108,010727,000000000000100305,0001,Error
475,20190108,010816,000000000000100305,0001,OK
476,20190108,010909,000000000000100305,0001,OK
477,20190108,010958,000000000000100305,0001,Error
478,20190108,011051,000000000000100305,0001,Error
479,20190108,011226,000000000000100803,0001,OK
480,20190108,011315,000000000000100803,0001,Error
481,20190108,011404,000000000000100305,0001,Error
482,20190108,011459,000000000000100305,0001,Error
483,20190108,011717,000000000000100305,0001,Error
484,20190108,011807,000000000000100305,0001,OK
485,20190108,012058,000000000000100305,0001,Error
486,20190108,012158,000000000000100305,0001,Error
487,20190108,012247,000000000000100803,0001,OK
488,20190108,012353,000000000000100803,0001,OK
489,20190108,012733,000000000000100305,0001,Error
490,20190108,012823,000000000000100305,0001,Error
491,20190108,013350,000000000000100305,0001,Error
492,20190108,013637,000000000000100803,0001,OK
493,20190108,013738,000000000000100803,0001,Error
494,20190108,015327,000000000000100803,0001,Error
495,20190108,015416,000000000000100803,0001,OK
496,20190108,020527,000000000000100803,0001,OK
497,20190108,020616,000000000000100803,0001,OK
498,20190108,022935,000000000000100803,0001,OK
499,20190108,023024,000000000000100803,0001,OK
500,20190108,024707,000000000000100803,0001,Error
501,20190108,024757,000000000000100803,0001,OK
502,20190108,030011,000000000000100803,0001,Error
503,20190108,030100,000000000000100803,0001,OK
504,20190108,031548,000000000000100336,0001,Error
505,20190108,031955,000000000000100336,0001,Error
506,20190108,032103,000000000000100336,0001,Error
507,20190108,032205,000000000000100336,0001,Error
508,20190108,032310,000000000000100803,0001,OK
509,20190108,032359,000000000000100803,0001,Error
510,20190108,032449,000000000000100336,0001,Error
511,20190108,032543,000000000000100336,0001,Error
512,20190108,032649,000000000000100336,0001,Error
513,20190108,032738,000000000000100336,0001,Error
514,20190108,032936,000000000000100336,0001,Error
515,20190108,033026,000000000000100336,0001,Error
516,20190108,033312,000000000000100803,0001,Error
517,20190108,034123,000000000000100803,0001,OK
518,20190108,034212,000000000000100336,0001,Error
519,20190108,034301,000000000000100336,0001,Error
520,20190108,034351,000000000000100336,0001,Error
521,20190108,034516,000000000000100336,0001,Error
522,20190108,034605,000000000000100336,0001,Error
523,20190108,034729,000000000000100336,0001,Error
524,20190108,034818,000000000000100336,0001,Error
525,20190108,034945,000000000000100336,0001,Error
526,20190108,035034,000000000000100803,0001,OK
527,20190108,035150,000000000000100803,0001,Error
528,20190108,035239,000000000000100336,0001,Error
529,20190108,035437,000000000000100336,0001,Error
530,20190108,035526,000000000000100336,0001,Error
531,20190108,035628,000000000000100336,0001,Error
532,20190108,035735,000000000000100336,0001,Error
533,20190108,035825,000000000000100336,0001,Error
534,20190108,035913,000000000000100803,0001,Error
535,20190108,040002,000000000000100803,0001,OK
536,20190108,040320,000000000000100336,0001,Error
537,20190108,040410,000000000000100336,0001,Error
538,20190108,040519,000000000000100336,0001,Error
539,20190108,040609,000000000000100336,0001,Error
540,20190108,040827,000000000000100803,0001,OK
541,20190108,040915,000000000000100803,0001,Error
542,20190108,041004,000000000000100336,0001,Error
543,20190108,041058,000000000000100336,0001,Error
544,20190108,041329,000000000000100336,0001,Error
545,20190108,041418,000000000000100336,0001,Error
546,20190108,041717,000000000000100336,0001,Error
547,20190108,041806,000000000000100336,0001,Error
548,20190108,042054,000000000000100336,0001,Error
549,20190108,042144,000000000000100336,0001,Error
550,20190108,042233,000000000000100803,0001,Error
551,20190108,042341,000000000000100803,0001,OK
552,20190108,042450,000000000000100336,0001,Error
553,20190108,042539,000000000000100336,0001,Error
554,20190108,042749,000000000000100336,0001,Error
555,20190108,042839,000000000000100336,0001,Error
556,20190108,043114,000000000000100336,0001,Error
557,20190108,043203,000000000000100336,0001,Error
558,20190108,043407,000000000000100336,0001,Error
559,20190108,043456,000000000000100336,0001,Error
560,20190108,043721,000000000000100803,0001,OK
561,20190108,043810,000000000000100803,0001,OK
562,20190108,043859,000000000000100336,0001,Error
563,20190108,043948,000000000000100336,0001,Error
564,20190108,044121,000000000000100336,0001,Error
565,20190108,044210,000000000000100336,0001,Error
566,20190108,044601,000000000000100336,0001,Error
567,20190108,044651,000000000000100336,0001,Error
568,20190108,044843,000000000000100336,0001,Error
569,20190108,044933,000000000000100336,0001,Error
570,20190108,045300,000000000000100803,0001,OK
571,20190108,050309,000000000000100803,0001,OK
572,20190108,050359,000000000000100336,0001,Error
573,20190108,050833,000000000000100336,0001,Error
574,20190108,050923,000000000000100336,0001,Error
575,20190108,051012,000000000000100336,0001,Error
576,20190108,051101,000000000000100336,0001,Error
577,20190108,051158,000000000000100336,0001,Error
578,20190108,051247,000000000000100803,0001,OK
579,20190108,051516,000000000000100803,0001,Error
580,20190108,051606,000000000000100336,0001,Error
581,20190108,051744,000000000000100336,0001,Error
582,20190108,051834,000000000000100336,0001,Error
583,20190108,052022,000000000000100336,0001,Error
584,20190108,052112,000000000000100336,0001,Error
585,20190108,052223,000000000000100336,0001,Error
586,20190108,052312,000000000000100803,0001,Error
587,20190108,052401,000000000000100803,0001,OK
588,20190108,052632,000000000000100336,0001,Error
589,20190108,054023,000000000000100803,0001,OK
590,20190108,054112,000000000000100803,0001,Error
591,20190108,055354,000000000000100400,0001,OK
592,20190108,055444,000000000000100400,0001,OK
593,20190108,055654,000000000000100400,0001,OK
594,20190108,060408,000000000000100400,0001,OK
595,20190108,060457,000000000000100400,0001,OK
596,20190108,060546,000000000000100400,0001,OK
597,20190108,060635,000000000000100803,0001,Error
598,20190108,060724,000000000000100803,0001,OK
599,20190108,060813,000000000000100400,0001,OK
600,20190108,061009,000000000000100400,0001,OK
601,20190108,062346,000000000000100400,0001,OK
602,20190108,062520,000000000000100400,0001,OK
603,20190108,062609,000000000000100400,0001,OK
604,20190108,062753,000000000000100400,0001,OK
605,20190108,062841,000000000000100803,0001,OK
606,20190108,062937,000000000000100803,0001,OK
607,20190108,063027,000000000000100400,0001,OK
608,20190108,063215,000000000000100400,0001,OK
609,20190108,063305,000000000000100803,0001,OK
610,20190108,063605,000000000000100803,0001,Error
611,20190108,063654,000000000000100400,0001,OK
612,20190108,063744,000000000000100400,0001,OK
613,20190108,064934,000000000000100400,0001,OK
614,20190108,065024,000000000000100400,0001,OK
615,20190108,065113,000000000000100400,0001,OK
616,20190108,065203,000000000000100400,0001,OK
617,20190108,065252,000000000000100400,0001,OK
618,20190108,065341,000000000000100400,0001,OK
619,20190108,065430,000000000000100803,0001,Error
620,20190108,065519,000000000000100803,0001,OK
621,20190108,065608,000000000000100803,0001,OK
622,20190108,065657,000000000000100803,0001,Error
623,20190108,065746,000000000000100400,0001,OK
624,20190108,070203,000000000000100400,0001,Error
625,20190108,070252,000000000000100400,0001,OK
626,20190108,070341,000000000000100400,0001,OK
627,20190108,070430,000000000000100400,0001,OK
628,20190108,070615,000000000000100400,0001,OK
629,20190108,070703,000000000000100803,0001,OK
630,20190108,070756,000000000000100803,0001,OK
631,20190108,070845,000000000000100400,0001,OK
632,20190108,070941,000000000000100400,0001,OK
633,20190108,071030,000000000000100400,0001,OK
